frequency_hz,horizontal,vertical,axial
1.233031403546250715e+02,6.048704574042789055e-08,4.963057444472767356e-08,5.954228208605040993e-08
1.237983336893826021e+02,4.905834058424885424e-08,1.080295000925008547e-03,1.386968098252522095e-08
1.242935270241401327e+02,5.904186027471142143e-08,2.160363828267351620e-03,2.239323526252814383e-08
1.247887203588976632e+02,4.856411111555558602e-08,1.080233366416506616e-03,2.242535185405900285e-08
1.252839136936551938e+02,1.016526345924122224e-07,5.652804969393385374e-08,1.674285567614710728e-08
1.257791070284127244e+02,5.825019651764272377e-08,6.494624616555273216e-08,3.895822358932116015e-08
1.262743003631702550e+02,3.018156313628196467e-08,1.479523241352459072e-08,4.079599905426253848e-08
1.267694936979277855e+02,4.940475260490867031e-08,4.355910948018778685e-08,9.529829541415186480e-09
1.272646870326853161e+02,7.158491722886490639e-08,4.193337137921973900e-08,3.857381700512073412e-08
1.277598803674428467e+02,9.251142173558520153e-08,8.090216957639240417e-08,6.399759592731162145e-08
1.282550737022003773e+02,6.963494419315967949e-08,7.258852814129884412e-08,2.508357212429651382e-08
1.287502670369578937e+02,7.860725440464699356e-08,2.950507056155866486e-08,3.288109677997001950e-08
1.292454603717154384e+02,9.180675250889531335e-08,3.454754343294670580e-08,7.457276529457451087e-08
1.297406537064729548e+02,9.493328988944409531e-08,9.380815258374716588e-08,6.437742944259815637e-08
1.302358470412304996e+02,6.376485421563386453e-08,1.166236416998114020e-07,5.597625295630942087e-08
1.307310403759880160e+02,3.915069089534484594e-08,5.717110763288142603e-08,6.901259753586581654e-08
1.312262337107455608e+02,1.572580483215139733e-08,1.995976251777799746e-08,3.447499276953837946e-08
1.317214270455030771e+02,3.307189185453514613e-09,7.989172520227355230e-08,3.200678588172960479e-08
1.322166203802606219e+02,2.741972142629359068e-08,1.111488057718224093e-07,3.764323441998963701e-08
1.327118137150181383e+02,7.464698991736522271e-08,7.397056599949561344e-08,4.352844450635466168e-08
1.332070070497756831e+02,1.024281819742394856e-07,4.573739256380988597e-08,4.018816543171213142e-08
1.337022003845331994e+02,5.392616879394085914e-08,5.006886142957483235e-08,2.574332588416030253e-08
1.341973937192907442e+02,4.630248525850603717e-08,5.519522538141500655e-08,3.820781488931232617e-08
1.346925870540482606e+02,4.566524762842501467e-08,5.447166698392318501e-08,2.784240209942976772e-08
1.351877803888058054e+02,1.107352034578593058e-08,7.492509186534901909e-08,3.519627172774408961e-08
1.356829737235633218e+02,7.224754259830065596e-08,3.806697639745207701e-08,7.603916546285380847e-08
1.361781670583208665e+02,1.198205911826028301e-07,2.513115204212412041e-08,9.841423042013482448e-08
1.366733603930783829e+02,6.921538638396477178e-08,4.009607789968467927e-08,4.090344897057408856e-08
1.371685537278359277e+02,3.217525881322850234e-08,2.183305227696440248e-08,6.120522349169126977e-08
1.376637470625934441e+02,7.799534699312796152e-08,2.616645069428446048e-08,6.221801313527809926e-08
1.381589403973509889e+02,1.018261798609484831e-07,4.467777357527666873e-08,2.405538521251120243e-08
1.386541337321085052e+02,7.178830537348374815e-08,4.196054517975134812e-08,1.693274991023941552e-08
1.391493270668660500e+02,3.546352915498360809e-08,3.569590143426770635e-08,9.735903783928448212e-08
1.396445204016235664e+02,3.374267549563715887e-08,6.308142978046343874e-08,1.246389368161624755e-07
1.401397137363811112e+02,4.601508240413371127e-08,9.234870663836444265e-08,9.029756417965215337e-08
1.406349070711386275e+02,9.407355809019446100e-08,1.140750701863301852e-07,9.108916830613326132e-08
1.411301004058961723e+02,7.460989464809510039e-08,1.056861611184798445e-07,3.034523867858357899e-08
1.416252937406536887e+02,2.297037060888039159e-08,4.591894278857725520e-08,2.038930956080134102e-08
1.421204870754112335e+02,1.534994325271325274e-08,1.224201265376292527e-08,6.785086623638161051e-08
